date,year,season,location,sampleID,microhabitat,mon.precip,mon.ADD,mon.max.discharge,mon.median.discharge,mon.max.turb,mon.median.turb,mon.max.wTemp,mon.median.wTemp,depth,per_sediment,per_rock,per_organic,pH,wTemp,DO,light,flow,turb,cond,nitrate,alkalinity,winter.sediment
2023-10-02,2023,Fall,Downstream,02DRFA23.DM,DM,222.6,540.85,664,49.6,274.8,4.245,26.18,17.875,29.5,45,50,5,7.46,16.2,10.61239762,25.61801817,0.32675022,10.1,56.1,1.2,26,4500
2023-10-02,2023,Fall,Downstream,02DRFA23.DSH,DSH,222.6,540.85,664,49.6,274.8,4.245,26.18,17.875,17,4,95,1,7.44,16.4,10.58451856,25.631044,0.440854328,7.9,57,1.3,26,4500
2023-10-02,2023,Fall,Downstream,02DRFA23.DSP,DSP,222.6,540.85,664,49.6,274.8,4.245,26.18,17.875,28,39,60,1,7.48,16.3,10.57499949,55.359631,0.736966017,9.8,56.7,1.3,26,4500
2023-10-02,2023,Fall,Downstream,02DRFA23.DSR,DSR,222.6,540.85,664,49.6,274.8,4.245,26.18,17.875,29,19,80,1,7.4,16.2,10.45870305,25.6729126,0.216369629,16.4,58.2,0.9,28,4500
2024-05-31,2024,Summer,Upstream,01URSU24.UFR,UFR,96,498.3,481,77.95,5913,5913,21.64,16.18,40,5,95,0,7.34,15.7,10.3138163,13,0.014,9.2,48.6,1.3,35,0
2024-05-31,2024,Summer,Upstream,01URSU24.UM,UM,96,498.3,481,77.95,5913,5913,21.64,16.18,37,15,85,0,7.39,15.9,10.2,611.8,0.466,7.3,49.2,1.6,33,0
2024-05-31,2024,Summer,Upstream,01URSU24.USH,USH,96,498.3,481,77.95,5913,5913,21.64,16.18,26,5,95,0,7.39,16,10.19151565,32.4,0.524,6.3,45.1,1.7,34,0
2024-05-31,2024,Summer,Upstream,01URSU24.USR,USR,96,498.3,481,77.95,5913,5913,21.64,16.18,25.5,5,95,0,7.38,15.5,10.19790029,67.2,0.158,10.4,51.1,1.3,35,0
2024-05-31,2024,Summer,Upstream,01URSU24.USU,USU,96,498.3,481,77.95,5913,5913,21.64,16.18,29,10,90,0,7.39,16.1,10.07967688,331.6,0.752,12.3,45.7,1.6,30,0
2024-06-03,2024,Summer,Downstream,01DRSU24.DFR,DFR,96,508.9,481,75.5,5913,5913,21.64,16.47,18,19,80,1,7.33,20.2,9.328349609,NA,0,7.7,65.5,1.7,32,10300
2024-06-03,2024,Summer,Downstream,01DRSU24.DM,DM,96,508.9,481,75.5,5913,5913,21.64,16.47,26.5,10,90,0,7.33,20,9.374504602,685.6,0.064,7.9,64.4,1.7,34,10300
2024-06-03,2024,Summer,Downstream,01DRSU24.DSH,DSH,96,508.9,481,75.5,5913,5913,21.64,16.47,14,27,73,0,7.27,20.3,9.380012598,NA,0.586,6.7,64.4,2,32,10300
2024-06-03,2024,Summer,Downstream,01DRSU24.DSP,DSP,96,508.9,481,75.5,5913,5913,21.64,16.47,11.5,5,94,1,7.27,19.8,9.36029629,NA,0.627,6.6,65.7,2,30,10300
2024-06-03,2024,Summer,Downstream,01DRSU24.DSR,DSR,96,508.9,481,75.5,5913,5913,21.64,16.47,27,25,74,1,7.33,20.5,9.124825351,NA,0.037,7.4,65.6,1.3,33,10300
2024-06-04,2024,Summer,Upstream,02URSU24.UFR,UFR,96,515.55,481,73.1,5913,5913,21.64,16.61,50,39,60,1,7.53,19.3,9.691953859,115.3,0.061,10.6,68,2,42,0
2024-06-04,2024,Summer,Upstream,02URSU24.UM,UM,96,515.55,481,73.1,5913,5913,21.64,16.61,14,0,100,0,7.55,19.6,9.782518045,1187.3,0.451,10.4,65.5,2.1,26,0
2024-06-04,2024,Summer,Upstream,02URSU24.USH,USH,96,515.55,481,73.1,5913,5913,21.64,16.61,21.5,25,75,0,7.52,19.8,9.47522814,NA,0.157,10,62.4,2.3,34,0
2024-06-04,2024,Summer,Upstream,02URSU24.USR,USR,96,515.55,481,73.1,5913,5913,21.64,16.61,30.5,15,85,0,7.54,19.5,9.508788868,NA,0,12.3,70.5,1.7,39,0
2024-06-04,2024,Summer,Upstream,02URSU24.USU,USU,96,515.55,481,73.1,5913,5913,21.64,16.61,25,2,98,0,7.52,19.8,9.634571304,NA,0.348,6.7,62.9,2.4,30,0
2024-06-05,2024,Summer,Downstream,02DRSU24.DFR,DFR,78.7,527.2,481,71.5,5913,5913,21.64,16.76,20,12,85,3,7.39,20.6,9.161090456,170.8,0.072,14,71.9,1.2,37,10300
2024-06-05,2024,Summer,Downstream,02DRSU24.DM,DM,78.7,527.2,481,71.5,5913,5913,21.64,16.76,22,5,95,0,7.36,20.4,9.27,963.6,0.045,9.3,70.5,1.3,32,10300
2024-06-05,2024,Summer,Downstream,02DRSU24.DSH,DSH,78.7,527.2,481,71.5,5913,5913,21.64,16.76,12,3,95,2,7.35,20.6,9.24630725,11.2,0.285,9.4,70.6,1.4,32,10300
2024-06-05,2024,Summer,Downstream,02DRSU24.DSP,DSP,78.7,527.2,481,71.5,5913,5913,21.64,16.76,15,5,95,0,7.26,20,9.25,1251.5,0.389,8.2,71.3,1.5,35,10300
2024-06-05,2024,Summer,Downstream,02DRSU24.DSR,DSR,78.7,527.2,481,71.5,5913,5913,21.64,16.76,13,39,60,1,7.33,20.6,9.10813596,46.3,0.02,12.1,71,1,31,10300
2024-06-10,2024,Summer,Upstream,03URSU24.UFR,UFR,75.9,551.15,481,64.5,5913,5913,22.25,18.27,34,1,99,0,7.62,16.6,9.802887704,74.9,0.191,6.7,63.7,1.2,27,0
2024-06-10,2024,Summer,Upstream,03URSU24.UM,UM,75.9,551.15,481,64.5,5913,5913,22.25,18.27,15,1,99,0,7.6,16.6,9.858182685,97.1,0.301,24.7,64.2,1.3,22,0
2024-06-10,2024,Summer,Upstream,03URSU24.USH,USH,75.9,551.15,481,64.5,5913,5913,22.25,18.27,27,5,95,0,7.59,16.6,9.857031772,15,0.249,9.2,59.9,1.3,29,0
2024-06-10,2024,Summer,Upstream,03URSU24.USR,USR,75.9,551.15,481,64.5,5913,5913,22.25,18.27,23.5,24,75,1,7.6,16.7,9.756152446,82.9,0,12.8,66.9,1,26,0
2024-06-10,2024,Summer,Upstream,03URSU24.USU,USU,75.9,551.15,481,64.5,5913,5913,22.25,18.27,18,5,95,0,7.59,16.6,9.74999937,48.1,0.35,8.6,59,1.4,32,0
2024-06-12,2024,Summer,Downstream,03DRSU24.DFR,DFR,76.2,562.55,481,61.4,5913,5913,22.25,18.27,11,13,85,2,7.46,16.1,9.705173038,904.6,0.006,5.9,72.7,1.8,29,10300
2024-06-12,2024,Summer,Downstream,03DRSU24.DM,DM,76.2,562.55,481,61.4,5913,5913,22.25,18.27,18.5,5,95,0,7.43,18,9.661830092,309.1,0.114,6.8,71.6,1.8,30,10300
2024-06-12,2024,Summer,Downstream,03DRSU24.DSH,DSH,76.2,562.55,481,61.4,5913,5913,22.25,18.27,24,2,98,0,7.41,18.3,9.712344861,45.6,0.372,8.2,71.8,1.7,29,10300
2024-06-12,2024,Summer,Downstream,03DRSU24.DSP,DSP,76.2,562.55,481,61.4,5913,5913,22.25,18.27,10.5,8,90,2,7.37,17.5,9.666502791,176.4,0.183,7.7,71.5,1.9,28,10300
2024-06-12,2024,Summer,Downstream,03DRSU24.DSR,DSR,76.2,562.55,481,61.4,5913,5913,22.25,18.27,14.5,30,60,10,7.45,16.2,9.669356032,55.2,0,8.4,72,1.7,30,10300
2024-09-18,2024,Fall,Upstream,01URFA24.UFR,UFR,28.2,545.65,202,23.7,5913,2.221,24.76,18.89,22.5,5,90,5,8.28,17.7,10.59649391,63.26442812,7.77826e-4,8.6,92.1,1.3,34,0
2024-09-18,2024,Fall,Upstream,01URFA24.UM,UM,28.2,545.65,202,23.7,5913,2.221,24.76,18.89,23,10,90,0,8.33,17.8,10.63458674,145.0012951,0.299799849,10,92.4,1.7,35,0
2024-09-18,2024,Fall,Upstream,01URFA24.USH,USH,28.2,545.65,202,23.7,5913,2.221,24.76,18.89,20.8,5,95,20,8.27,18,10.43658009,68.71200189,0.149346328,9.8,84.9,2,33,0
2024-09-18,2024,Fall,Upstream,01URFA24.USR,USR,28.2,545.65,202,23.7,5913,2.221,24.76,18.89,28,19,80,1,8.3,17.7,10.682793,68.99670857,0.001179765,13.1,96,1.1,34,0
2024-09-18,2024,Fall,Upstream,01URFA24.USU,USU,28.2,545.65,202,23.7,5913,2.221,24.76,18.89,9.5,20,80,5,8.29,18,10.64580122,97.1696435,0.011084952,8.9,85.6,1.8,31,0
2024-09-19,2024,Fall,Downstream,01DRFA24.DFR,DFR,13.5,544.25,202,22.6,5913,1.984,24.76,19.07,8.1,20,60,10,7.73,20.7,9.811621,50.81957,0.006485,15.3,93.9,2,39,10300
2024-09-19,2024,Fall,Downstream,01DRFA24.DM,DM,13.5,544.25,202,22.6,5913,1.984,24.76,19.07,15.3,5,80,15,7.75,20.7,9.807006,69.22611,0.003683,8.9,95.2,2.1,40,10300
2024-09-19,2024,Fall,Downstream,01DRFA24.DSH,DSH,13.5,544.25,202,22.6,5913,1.984,24.76,19.07,13,5,90,5,7.76,20.8,9.863324,10.01669,0.30426,10.5,95.2,2,37,10300
2024-09-19,2024,Fall,Downstream,01DRFA24.DSP,DSP,13.5,544.25,202,22.6,5913,1.984,24.76,19.07,16,10,85,5,7.79,20.7,9.975505,717.4416,0.41706,11.3,93.7,2,40,10300
2024-09-19,2024,Fall,Downstream,01DRFA24.DSR,DSR,13.5,544.25,202,22.6,5913,1.984,24.76,19.07,14.7,50,40,10,7.77,20.7,9.907369,32.82504,0,22.2,95.8,2.4,40,10300
2024-09-23,2024,Fall,Upstream,02URFA24.UFR,UFR,13,549.8,40.1,18.8,5913,1.9085,24.76,18.76,23,20,78,2,8.24,16.2,10.84116965,31.27400468,0.0241796,11,94.9,1.8,35,0
2024-09-23,2024,Fall,Upstream,02URFA24.UM,UM,13,549.8,40.1,18.8,5913,1.9085,24.76,18.76,19,5,90,5,8.25,16.3,10.74722138,117.0712848,0.33555319,11.2,92.5,2.3,35,0
2024-09-23,2024,Fall,Upstream,02URFA24.USH,USH,13,549.8,40.1,18.8,5913,1.9085,24.76,18.76,1.5,18,80,2,8.12,16.3,10.61167916,12.10311363,0.11413837,10.7,84.6,2.6,36,0
2024-09-23,2024,Fall,Upstream,02URFA24.USR,USR,13,549.8,40.1,18.8,5913,1.9085,24.76,18.76,26,25,70,5,8.24,16.2,10.72413605,72.44203149,0,10.8,96.2,1.3,33,0
2024-09-23,2024,Fall,Upstream,02URFA24.USU,USU,13,549.8,40.1,18.8,5913,1.9085,24.76,18.76,14.5,5,80,15,8.2,16.2,10.72365748,37.73200803,0.01942704,16,86.3,2.6,35,0
2024-09-25,2024,Fall,Downstream,02DRFA24.DFR,DFR,12.4,535.9,32.8,18.2,5913,1.9085,23.46,18.31,8.9,50,80,5,7.66,16,10.2,28.6061836,3.5257e-4,11.2,94.4,2.9,36,10300
2024-09-25,2024,Fall,Downstream,02DRFA24.DM,DM,12.4,535.9,32.8,18.2,5913,1.9085,23.46,18.31,14,5,85,10,7.65,16,10.22254568,23.09008342,2.61e-5,36.1,96.9,2,40,10300
2024-09-25,2024,Fall,Downstream,02DRFA24.DSH,DSH,12.4,535.9,32.8,18.2,5913,1.9085,23.46,18.31,13.5,21,77,2,7.61,15.9,10.3,0.571766119,0.16580077,13,95.2,1.8,37,10300
2024-09-25,2024,Fall,Downstream,02DRFA24.DSP,DSP,12.4,535.9,32.8,18.2,5913,1.9085,23.46,18.31,9,10,80,10,7.61,16,10.3,17.62855344,0.2736608,12.1,96.2,1.8,37,10300
2024-09-25,2024,Fall,Downstream,02DRFA24.DSR,DSR,12.4,535.9,32.8,18.2,5913,1.9085,23.46,18.31,20.7,30,75,5,7.68,16,10.28396892,8.527244,6.89e-5,15.1,95.4,1.6,38,10300
