acceptedTaxonID,taxonRank,scientificName,taxon_group,phylum,subphylum,class,order,family,subfamily,tribe,genus,species,taxa.notes,tolerance,FFG,FFG2
EPHGUT,species,Ephemera guttulata,Ephemeridae,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Ephemeridae,NA,NA,Ephemera,NA,NA,2,cg,NA
EPHSIM,species,Ephemera simulans,Ephemeridae,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Ephemeridae,NA,NA,Ephemera,NA,NA,2,cg,NA
EPHSP5,genus,Ephemera sp.,Ephemeridae,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Ephemeridae,NA,NA,Ephemera,NA,NA,2,cg,prd
HEXLIM,species,Hexagenia limbata,Ephemeridae,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Ephemeridae,NA,NA,Hexagenia,limbata,NA,6,cg,NA
HEXBIL,species,Hexagenia bilineata,Ephemeridae,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Ephemeridae,NA,NA,Hexagenia,NA,NA,6,cg,NA
HEXSP2,genus,Hexagenia sp.,Ephemeridae,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Ephemeridae,NA,NA,Hexagenia,NA,NA,6,cg,NA
EPHSP2,family,Ephemeridae sp.,Ephemeridae,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Ephemeridae,NA,NA,NA,NA,NA,2,cg,NA
AFGSP,genus,Afghanurus sp.,Heptageniidae-scr,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Afghanurus,NA,NA,2,scr,NA
CINSP,genus,Cinygma sp.,Heptageniidae-scr,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Cinygma,NA,NA,2,scr,sh
CINSP1,genus,Cinygmula sp.,Heptageniidae-scr,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Cinygmula,NA,NA,2,scr,cg
ECDSP,genus,Ecdyonurus sp.,Heptageniidae-scr,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Ecdyonurus,NA,NA,2,scr,NA
EPEALB,species,Epeorus albertae,Heptageniidae-scr,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Epeorus,NA,NA,0,scr,NA
EPEDEC1,species,Epeorus deceptivus,Heptageniidae-scr,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Epeorus,NA,NA,0,scr,NA
EPEGRA,speciesGroup,Epeorus grandis/permagnus,Heptageniidae-scr,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Epeorus,NA,NA,0,scr,NA
EPELON,species,Epeorus longimanus,Heptageniidae-scr,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Epeorus,NA,NA,0,scr,NA
EPESP,genus,Epeorus sp.,Heptageniidae-scr,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Epeorus,NA,NA,0,scr,cg
EPEVIT,species,Epeorus vitreus,Heptageniidae-scr,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Epeorus,vitreus,NA,0,scr,cg
HEPELE,species,Heptagenia elegantula,Heptageniidae-scr,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Heptagenia,NA,NA,4,scr,NA
HEPSP2,genus,Heptagenia sp.,Heptageniidae-scr,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Heptagenia,NA,NA,4,scr,NA
IROSP,genus,Ironodes sp.,Heptageniidae-scr,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Ironodes,NA,NA,3,scr,NA
LEUSP7,genus,Leucrocuta sp.,Heptageniidae-scr,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Leucrocuta,NA,NA,1,scr,cg
MACEXI,species,Maccaffertium exiguum,Heptageniidae-scr,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Maccaffertium,NA,NA,5,scr,NA
MACMED,species,Maccaffertium mediopunctatum,Heptageniidae-scr,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Maccaffertium,NA,NA,3,scr,NA
MACMOD,species,Maccaffertium modestum,Heptageniidae-scr,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Maccaffertium,NA,NA,1,scr,NA
MACPUD,species,Maccaffertium pudicum,Heptageniidae-scr,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Maccaffertium,NA,NA,3,scr,NA
MACSP11,genus,Maccaffertium sp.,Heptageniidae-scr,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Maccaffertium,NA,NA,2,scr,cg
MACTER,species,Maccaffertium terminatum,Heptageniidae-scr,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Maccaffertium,NA,NA,4,scr,NA
MACVIC,species,Maccaffertium vicarium,Heptageniidae-scr,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Maccaffertium,vicarium,NA,2,scr,cg
HEPSP,family,Heptageniidae sp.,Heptageniidae,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Heptageniidae,NA,NA,NA,NA,NA,NA,NA,NA
RHISP4,genus,Rhithrogena sp.,Heptageniidae-scr,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Rhithrogena,NA,NA,0,scr,cg
STEINT,species,Stenacron interpunctatum,Heptageniidae-cg,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Stenacron,interpunctatum,NA,7,cg,NA
STEPAL,species,Stenacron pallidum,Heptageniidae-cg,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Stenacron,NA,NA,7,cg,scr
STESP11,genus,Stenacron sp.,Heptageniidae-cg,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Stenacron,NA,NA,7,cg,scr
STEFEM,species,Stenonema femoratum,Heptageniidae-scr,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Stenonema,femoratum,NA,7,scr,cg
STESP20,genus,Stenonema sp.,Heptageniidae-scr,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Stenonema,NA,NA,7,scr,cg
ISOBIC,species,Isonychia bicolor,Isonychiidae,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Isonychiidae,NA,NA,Isonychia,bicolor,NA,2,cf,prd
ISOSP6,genus,Isonychia sp.,Isonychiidae,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Isonychiidae,NA,NA,Isonychia,NA,NA,2,cf,prd
ISOOBS,species,Isonychia obscura,Isonychiidae,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Isonychiidae,NA,NA,Isonychia,obscura,NA,2,cf,prd
LEPSP5,family,Leptohyphidae sp.,Leptohyphidae,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Leptohyphidae,NA,NA,NA,NA,NA,4,cg,NA
TRISP13,genus,Tricorythodes sp.,Leptohyphidae,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Leptohyphidae,NA,NA,Tricorythodes,NA,NA,4,cg,NA
VACPAC,species,Vacupernius packeri,Leptohyphidae,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Leptohyphidae,NA,NA,Vacupernius,NA,NA,4,cg,NA
FARSP,genus,Farrodes sp.,Leptophlebiidae,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Leptophlebiidae,NA,NA,Farrodes,NA,NA,2,cg,scr
HABVIB,species,Habrophlebia vibrans,Leptophlebiidae,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Leptophlebiidae,NA,NA,Habrophlebia,NA,NA,4,cg,NA
HABSP1,genus,Habrophlebiodes sp.,Leptophlebiidae,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Leptophlebiidae,NA,NA,Habrophlebiodes,NA,NA,6,scr,cg
HAGSP3,genus,Hagenulopsis sp.,Leptophlebiidae,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Leptophlebiidae,NA,NA,Hagenulopsis,NA,NA,4,cg,NA
LEPSP19,genus,Leptophlebia sp.,Leptophlebiidae,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Leptophlebiidae,NA,NA,Leptophlebia,NA,NA,4,cg,sh
LEPSP4,family,Leptophlebiidae sp.,Leptophlebiidae,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Leptophlebiidae,NA,NA,NA,NA,NA,4,cg,NA
NEOSP69,genus,Neoleptophlebia sp.,Leptophlebiidae,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Leptophlebiidae,NA,NA,Neoleptophlebia,NA,NA,1,cg,sh
PARSP14,genus,Paraleptophlebia sp.,Leptophlebiidae,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Leptophlebiidae,NA,NA,Paraleptophlebia,NA,NA,1,cg,sh
EPHSP,order,Ephemeroptera sp.,Ephemeroptera,Arthropoda,Hexapoda,Insecta,Ephemeroptera,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANTSP10,genus,Anthopotamus sp.,Potamanthidae,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Potamanthidae,NA,NA,Anthopotamus,NA,NA,4,cg,NA
SIPSP3,family,Siphlonuridae sp.,Siphlonuridae,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Siphlonuridae,NA,NA,NA,NA,NA,7,cg,NA
SIPSP5,genus,Siphlonurus sp.,Siphlonuridae,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Siphlonuridae,NA,NA,Siphlonurus,NA,NA,4,cg,om
SIPTYP,species,Siphlonurus typicus,Siphlonuridae,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Siphlonuridae,NA,NA,Siphlonurus,typicus,NA,4,cg,om
BELSP2,genus,Belostoma sp.,Belostomatidae,Arthropoda,Hexapoda,Insecta,Hemiptera,Belostomatidae,Belostomatinae,NA,Belostoma,NA,NA,9,prd,NA
BELSP,family,Belostomatidae sp.,Belostomatidae,Arthropoda,Hexapoda,Insecta,Hemiptera,Belostomatidae,NA,NA,NA,NA,NA,8,prd,NA
CALSP16,genus,Callicorixa sp.,Corixidae,Arthropoda,Hexapoda,Insecta,Hemiptera,Corixidae,Corixinae,NA,Callicorixa,NA,NA,8,prd,NA
SIGSP2,genus,Sigara sp.,Corixidae,Arthropoda,Hexapoda,Insecta,Hemiptera,Corixidae,Corixinae,NA,Sigara,NA,NA,5,prd,NA
TRISP14,genus,Trichocorixa sp.,Corixidae,Arthropoda,Hexapoda,Insecta,Hemiptera,Corixidae,Corixinae,NA,Trichocorixa,NA,NA,8,prd,NA
HESSP2,genus,Hesperocorixa sp.,Corixidae,Arthropoda,Hexapoda,Insecta,Hemiptera,Corixidae,NA,NA,Hesperocorixa,NA,NA,5,prc,NA
CORSP4,family,Corixidae sp.,Corixidae,Arthropoda,Hexapoda,Insecta,Hemiptera,Corixidae,NA,NA,NA,NA,NA,5,prd,NA
GERSP1,genus,Gerris sp.,Gerridae,Arthropoda,Hexapoda,Insecta,Hemiptera,Gerridae,Gerrinae,NA,Gerris,NA,NA,9,prd,NA
METSP6,genus,Metrobates sp.,Gerridae,Arthropoda,Hexapoda,Insecta,Hemiptera,Gerridae,NA,NA,Metrobates,NA,NA,9,prd,NA
METTRU,species,Metrobates trux,Gerridae,Arthropoda,Hexapoda,Insecta,Hemiptera,Gerridae,NA,NA,Metrobates,trux,NA,9,prd,NA
GERSP,family,Gerridae sp.,Gerridae,Arthropoda,Hexapoda,Insecta,Hemiptera,Gerridae,NA,NA,NA,NA,NA,9,prd,NA
TRESP,genus,Trepobates sp.,Gerridae,Arthropoda,Hexapoda,Insecta,Hemiptera,Gerridae,NA,NA,Trepobates,NA,NA,9,prd,NA
HYDSP34,genus,Hydrometra sp.,Hydrometridae,Arthropoda,Hexapoda,Insecta,Hemiptera,Hydrometridae,NA,NA,Hydrometra,NA,NA,5,prd,NA
MACSP2,family,Macroveliidae sp.,Macroveliidae,Arthropoda,Hexapoda,Insecta,Hemiptera,Macroveliidae,NA,NA,NA,NA,NA,5,prd,NA
MESSP4,genus,Mesovelia sp.,Mesoveliidae,Arthropoda,Hexapoda,Insecta,Hemiptera,Mesoveliidae,NA,NA,Mesovelia,NA,NA,5,prd,prc
HEMSP1,order,Hemiptera sp.,Hemiptera,Arthropoda,Hexapoda,Insecta,Hemiptera,NA,NA,NA,NA,NA,NA,8,prd,NA
BUESP,genus,Buenoa sp.,Notonectidae,Arthropoda,Hexapoda,Insecta,Hemiptera,Notonectidae,NA,NA,Buenoa,NA,NA,8,prd,NA
NOTSP2,family,Notonectidae sp.,Notonectidae,Arthropoda,Hexapoda,Insecta,Hemiptera,Notonectidae,NA,NA,NA,NA,NA,5,prd,NA
NOTSP6,genus,Notonecta sp.,Notonectidae,Arthropoda,Hexapoda,Insecta,Hemiptera,Notonectidae,Notonectinae,Notonectini,Notonecta,NA,NA,8,prd,NA
SALSP,family,Saldidae sp.,Saldidae,Arthropoda,Hexapoda,Insecta,Hemiptera,Saldidae,NA,NA,NA,NA,NA,5,prd,NA
SALSP7,genus,Saldula sp.,Saldidae,Arthropoda,Hexapoda,Insecta,Hemiptera,Saldidae,NA,NA,Saldula,NA,NA,5,prd,prc
MICBEA,species,Microvelia beameri,Veliidae,Arthropoda,Hexapoda,Insecta,Hemiptera,Veliidae,Microveliinae,NA,Microvelia,beameri,NA,5,prd,prc
MICSP7,genus,Microvelia sp.,Veliidae,Arthropoda,Hexapoda,Insecta,Hemiptera,Veliidae,Microveliinae,NA,Microvelia,NA,NA,5,prd,prc
VELSP,family,Veliidae sp.,Veliidae,Arthropoda,Hexapoda,Insecta,Hemiptera,Veliidae,NA,NA,NA,NA,NA,6,prd,NA
RHASP5,genus,Rhagovelia sp.,Veliidae,Arthropoda,Hexapoda,Insecta,Hemiptera,Veliidae,Rhagoveliinae,NA,Rhagovelia,NA,NA,6,prd,NA
LARSP1,genus,Lara sp.,Crabronidae,Arthropoda,Hexapoda,Insecta,Hymenoptera,Crabronidae,Crabroninae,Larrini,Lara,NA,NA,4,sh,NA
CRASP3,family,Crambidae sp.,Crambidae,Arthropoda,Hexapoda,Insecta,Lepidoptera,Crambidae,NA,NA,NA,NA,NA,5,sh,NA
PETSP4,genus,Petrophila sp.,Crambidae,Arthropoda,Hexapoda,Insecta,Lepidoptera,Crambidae,Nymphulinae,Argyractini,Petrophila,NA,NA,5,scr,sh
LEPSP,order,Lepidoptera sp.,Lepidoptera,Arthropoda,Hexapoda,Insecta,Lepidoptera,NA,NA,NA,NA,NA,NA,5,sh,NA
CHASP9,subfamily,Chauliodinae sp.,Corydalidae,Arthropoda,Hexapoda,Insecta,Megaloptera,Corydalidae,Chauliodinae,NA,NA,NA,NA,4,prd,NA
NIGSER,species,Nigronia serricornis,Corydalidae,Arthropoda,Hexapoda,Insecta,Megaloptera,Corydalidae,Chauliodinae,NA,Nigronia,NA,NA,4,prd,NA
NIGSP,genus,Nigronia sp.,Corydalidae,Arthropoda,Hexapoda,Insecta,Megaloptera,Corydalidae,Chauliodinae,NA,Nigronia,NA,NA,4,prd,NA
CORSP20,genus,Corydalus sp.,Corydalidae,Arthropoda,Hexapoda,Insecta,Megaloptera,Corydalidae,Corydalinae,NA,Corydalus,NA,NA,4,prd,NA
CORSP5,family,Corydalidae sp.,Corydalidae,Arthropoda,Hexapoda,Insecta,Megaloptera,Corydalidae,NA,NA,NA,NA,NA,4,prd,NA
NEOSP17,genus,Neohermes sp.,Corydalidae,Arthropoda,Hexapoda,Insecta,Megaloptera,Corydalidae,NA,NA,Neohermes,NA,NA,4,prd,NA
SIASP,family,Sialidae sp.,Sialidae,Arthropoda,Hexapoda,Insecta,Megaloptera,Sialidae,NA,NA,NA,NA,NA,4,prd,NA
SIASP1,genus,Sialis sp.,Sialidae,Arthropoda,Hexapoda,Insecta,Megaloptera,Sialidae,NA,NA,Sialis,NA,NA,4,prd,NA
SIAROT,species,Sialis rotunda,Sialidae,Arthropoda,Hexapoda,Insecta,Megaloptera,Sialidae,NA,NA,Sialis,rotunda,NA,4,prd,NA
INSSP,class,Insecta sp.,Insecta,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CLISP7,genus,Climacia sp.,Sisyridae,Arthropoda,Hexapoda,Insecta,Neuroptera,Sisyridae,NA,NA,Climacia,NA,NA,5,prd,NA
BOYSP,genus,Boyeria sp.,Aeshnidae,Arthropoda,Hexapoda,Insecta,Odonata,Aeshnidae,NA,NA,Boyeria,NA,NA,2,prd,NA
BOYVIN,species,Boyeria vinosa,Aeshnidae,Arthropoda,Hexapoda,Insecta,Odonata,Aeshnidae,NA,NA,Boyeria,vinosa,NA,2,prd,NA
AESSP,family,Aeshnidae sp.,Aeshnidae,Arthropoda,Hexapoda,Insecta,Odonata,Aeshnidae,NA,NA,NA,NA,NA,5,prd,NA
CALSP15,genus,Calopteryx sp.,Calopterygidae,Arthropoda,Hexapoda,Insecta,Odonata,Calopterygidae,NA,NA,Calopteryx,NA,NA,6,prd,NA
HETSP7,genus,Hetaerina sp.,Calopterygidae,Arthropoda,Hexapoda,Insecta,Odonata,Calopterygidae,NA,NA,Hetaerina,NA,NA,6,prd,NA
CALSP4,family,Calopterygidae sp.,Calopterygidae,Arthropoda,Hexapoda,Insecta,Odonata,Calopterygidae,NA,NA,NA,NA,NA,6,prd,NA
ARGSP5,genus,Argia sp.,Coenagrionidae,Arthropoda,Hexapoda,Insecta,Odonata,Coenagrionidae,NA,NA,Argia,NA,NA,6,prd,NA
COESP,family,Coenagrionidae sp.,Coenagrionidae,Arthropoda,Hexapoda,Insecta,Odonata,Coenagrionidae,NA,NA,NA,NA,NA,8,prd,NA
CORDOR,species,Cordulegaster dorsalis,Cordulegastridae,Arthropoda,Hexapoda,Insecta,Odonata,Cordulegastridae,NA,NA,Cordulegaster,NA,NA,3,prd,NA
CORMAC,species,Cordulegaster maculata,Cordulegastridae,Arthropoda,Hexapoda,Insecta,Odonata,Cordulegastridae,NA,NA,Cordulegaster,NA,NA,3,prd,NA
CORSP17,genus,Cordulegaster sp.,Cordulegastridae,Arthropoda,Hexapoda,Insecta,Odonata,Cordulegastridae,NA,NA,Cordulegaster,NA,NA,3,prd,NA
CORSP3,family,Cordulegastridae sp.,Cordulegastridae,Arthropoda,Hexapoda,Insecta,Odonata,Cordulegastridae,NA,NA,NA,NA,NA,3,prd,NA
MACSP9,subfamily,Macromiinae sp.,Corduliidae,Arthropoda,Hexapoda,Insecta,Odonata,Corduliidae,Macromiinae,NA,NA,NA,NA,2,prd,NA
CORSP7,family,Corduliidae sp.,Corduliidae,Arthropoda,Hexapoda,Insecta,Odonata,Corduliidae,NA,NA,NA,NA,NA,2,prd,NA
GOMSP1,genus,Gomphus sp.,Gomphidae,Arthropoda,Hexapoda,Insecta,Odonata,Gomphidae,NA,NA,Gomphus,NA,NA,5,prd,NA
HAGBRE,species,Hagenius brevistylus,Gomphidae,Arthropoda,Hexapoda,Insecta,Odonata,Gomphidae,NA,NA,Hagenius,brevistylus,NA,1,prd,NA
GOMSP,family,Gomphidae sp.,Gomphidae,Arthropoda,Hexapoda,Insecta,Odonata,Gomphidae,NA,NA,NA,NA,NA,4,prd,NA
PHASP23,genus,Phanogomphus sp.,Gomphidae,Arthropoda,Hexapoda,Insecta,Odonata,Gomphidae,NA,NA,NA,NA,NA,4,prd,NA
OCTSPE,species,Octogomphus specularis,Gomphidae,Arthropoda,Hexapoda,Insecta,Odonata,Gomphidae,NA,NA,Octogomphus,NA,NA,4,prd,NA
OPHASP,species,Ophiogomphus aspersus,Gomphidae,Arthropoda,Hexapoda,Insecta,Odonata,Gomphidae,NA,NA,Ophiogomphus,aspersus,NA,3,prd,NA
OPHMAI,species,Ophiogomphus mainensis,Gomphidae,Arthropoda,Hexapoda,Insecta,Odonata,Gomphidae,NA,NA,Ophiogomphus,mainensis,NA,3,prd,NA
OPHSP10,genus,Ophiogomphus sp.,Gomphidae,Arthropoda,Hexapoda,Insecta,Odonata,Gomphidae,NA,NA,Ophiogomphus,NA,NA,3,prd,NA
PROOBS,species,Progomphus obscurus,Gomphidae,Arthropoda,Hexapoda,Insecta,Odonata,Gomphidae,NA,NA,Progomphus,NA,NA,4,prd,NA
PROSP25,genus,Progomphus sp.,Gomphidae,Arthropoda,Hexapoda,Insecta,Odonata,Gomphidae,NA,NA,Progomphus,NA,NA,4,prd,NA
STYALB,species,Stylogomphus albistylus,Gomphidae,Arthropoda,Hexapoda,Insecta,Odonata,Gomphidae,NA,NA,Stylogomphus,albistylus,NA,1,prd,NA
STYSP6,genus,Stylogomphus sp.,Gomphidae,Arthropoda,Hexapoda,Insecta,Odonata,Gomphidae,NA,NA,Stylogomphus,NA,NA,1,prd,NA
LIBSP1,genus,Libellula sp.,Libellulidae,Arthropoda,Hexapoda,Insecta,Odonata,Libellulidae,NA,NA,Libellula,NA,NA,9,prd,NA
MACCEL,species,Macrothemis celeno,Libellulidae,Arthropoda,Hexapoda,Insecta,Odonata,Libellulidae,NA,NA,Macrothemis,NA,NA,9,prd,NA
LIBSP,family,Libellulidae sp.,Libellulidae,Arthropoda,Hexapoda,Insecta,Odonata,Libellulidae,NA,NA,NA,NA,NA,9,prd,NA
ORTFER,species,Orthemis ferruginea,Libellulidae,Arthropoda,Hexapoda,Insecta,Odonata,Libellulidae,NA,NA,Orthemis,NA,NA,9,prd,NA
PLASP11,genus,Plathemis sp.,Libellulidae,Arthropoda,Hexapoda,Insecta,Odonata,Libellulidae,NA,NA,Plathemis,NA,NA,9,prd,NA
SCAFRO,species,Scapanea frontalis,Libellulidae,Arthropoda,Hexapoda,Insecta,Odonata,Libellulidae,NA,NA,Scapanea,NA,NA,9,prd,NA
SYMSP4,genus,Sympetrum sp.,Libellulidae,Arthropoda,Hexapoda,Insecta,Odonata,Libellulidae,NA,NA,Sympetrum,NA,NA,4,prd,NA
ANISP1,suborder,Anisoptera sp.,Anisoptera,Arthropoda,Hexapoda,Insecta,Odonata,NA,NA,NA,NA,NA,NA,6,prd,NA
ZYGSP1,suborder,Zygoptera sp.,Zygoptera,Arthropoda,Hexapoda,Insecta,Odonata,NA,NA,NA,NA,NA,NA,6,prd,NA
PROVIR1,species,Protoneura viridis,Protoneuridae,Arthropoda,Hexapoda,Insecta,Odonata,Protoneuridae,NA,NA,Protoneura,NA,NA,5,prd,NA
EUCBRE,species,Eucapnopsis brevicauda,Capniidae,Arthropoda,Hexapoda,Insecta,Plecoptera,Capniidae,Capniinae,NA,Eucapnopsis,NA,NA,1,sh,NA
MESSP3,genus,Mesocapnia sp.,Capniidae,Arthropoda,Hexapoda,Insecta,Plecoptera,Capniidae,Capniinae,NA,Mesocapnia,NA,NA,1,sh,NA
PARSP15,genus,Paracapnia sp.,Capniidae,Arthropoda,Hexapoda,Insecta,Plecoptera,Capniidae,Capniinae,NA,Paracapnia,NA,NA,1,sh,NA
CAPSP2,family,Capniidae sp.,Capniidae,Arthropoda,Hexapoda,Insecta,Plecoptera,Capniidae,NA,NA,NA,NA,NA,3,sh,NA
ALAOVI,species,Alaskaperla ovibovis,Chloroperlidae,Arthropoda,Hexapoda,Insecta,Plecoptera,Chloroperlidae,Chloroperlinae,NA,Alaskaperla,NA,NA,1,prd,NA
ALLSP2,genus,Alloperla sp.,Chloroperlidae,Arthropoda,Hexapoda,Insecta,Plecoptera,Chloroperlidae,Chloroperlinae,NA,Alloperla,NA,NA,0,cg,NA
HAPSP3,genus,Haploperla sp.,Chloroperlidae,Arthropoda,Hexapoda,Insecta,Plecoptera,Chloroperlidae,Chloroperlinae,NA,Haploperla,NA,NA,1,prd,NA
PLUDIV,species,Plumiperla diversa,Chloroperlidae,Arthropoda,Hexapoda,Insecta,Plecoptera,Chloroperlidae,Chloroperlinae,NA,Plumiperla,NA,NA,1,prd,NA
SUWSP,genus,Suwallia sp.,Chloroperlidae,Arthropoda,Hexapoda,Insecta,Plecoptera,Chloroperlidae,Chloroperlinae,NA,Suwallia,NA,NA,0,prd,NA
SWESP,genus,Sweltsa sp.,Chloroperlidae,Arthropoda,Hexapoda,Insecta,Plecoptera,Chloroperlidae,Chloroperlinae,NA,Sweltsa,NA,NA,0,prd,NA
CHLSP,family,Chloroperlidae sp.,Chloroperlidae,Arthropoda,Hexapoda,Insecta,Plecoptera,Chloroperlidae,NA,NA,NA,NA,NA,0,prd,NA
SASSP,genus,Sasquaperla sp.,Chloroperlidae,Arthropoda,Hexapoda,Insecta,Plecoptera,Chloroperlidae,NA,NA,Sasquaperla,NA,NA,0,cg,NA
KATSP1,genus,Kathroperla sp.,Chloroperlidae,Arthropoda,Hexapoda,Insecta,Plecoptera,Chloroperlidae,Paraperlinae,NA,Kathroperla,NA,NA,0,prd,NA
PARSP16,genus,Paraperla sp.,Chloroperlidae,Arthropoda,Hexapoda,Insecta,Plecoptera,Chloroperlidae,Paraperlinae,NA,Paraperla,NA,NA,0,prd,NA
DESAUG,species,Despaxia augusta,Leuctridae,Arthropoda,Hexapoda,Insecta,Plecoptera,Leuctridae,Leuctrinae,NA,Despaxia,NA,NA,0,sh,NA
LEUSP8,genus,Leuctra sp.,Leuctridae,Arthropoda,Hexapoda,Insecta,Plecoptera,Leuctridae,Leuctrinae,NA,Leuctra,NA,NA,0,sh,cg
MOSINF,species,Moselia infuscata,Leuctridae,Arthropoda,Hexapoda,Insecta,Plecoptera,Leuctridae,Leuctrinae,NA,Moselia,NA,NA,0,sh,NA
MOSSP1,genus,Moselia sp.,Leuctridae,Arthropoda,Hexapoda,Insecta,Plecoptera,Leuctridae,Leuctrinae,NA,Moselia,NA,NA,0,sh,NA
PARSP17,genus,Paraleuctra sp.,Leuctridae,Arthropoda,Hexapoda,Insecta,Plecoptera,Leuctridae,Leuctrinae,NA,Paraleuctra,NA,NA,0,sh,NA
LEUSP2,family,Leuctridae sp.,Leuctridae,Arthropoda,Hexapoda,Insecta,Plecoptera,Leuctridae,NA,NA,NA,NA,NA,0,sh,NA
PLESP,order,Plecoptera sp.,Plecoptera,Arthropoda,Hexapoda,Insecta,Plecoptera,NA,NA,NA,NA,NA,NA,2,NA,NA
AMPSP13,genus,Amphinemura sp.,Nemouridae,Arthropoda,Hexapoda,Insecta,Plecoptera,Nemouridae,Amphinemurinae,NA,Amphinemura,NA,NA,3,sh,NA
MALSP4,genus,Malenka sp.,Nemouridae,Arthropoda,Hexapoda,Insecta,Plecoptera,Nemouridae,Amphinemurinae,NA,Malenka,NA,NA,2,sh,NA
NEMSP5,family,Nemouridae sp.,Nemouridae,Arthropoda,Hexapoda,Insecta,Plecoptera,Nemouridae,NA,NA,NA,NA,NA,2,sh,NA
NEMSP7,genus,Nemoura sp.,Nemouridae,Arthropoda,Hexapoda,Insecta,Plecoptera,Nemouridae,Nemourinae,NA,Nemoura,NA,NA,1,sh,NA
PODSP7,genus,Podmosta sp.,Nemouridae,Arthropoda,Hexapoda,Insecta,Plecoptera,Nemouridae,Nemourinae,NA,Podmosta,NA,NA,2,sh,NA
PROBES,species,Prostoia besametsa,Nemouridae,Arthropoda,Hexapoda,Insecta,Plecoptera,Nemouridae,Nemourinae,NA,Prostoia,NA,NA,2,sh,NA
PROSP26,genus,Prostoia sp.,Nemouridae,Arthropoda,Hexapoda,Insecta,Plecoptera,Nemouridae,Nemourinae,NA,Prostoia,NA,NA,2,sh,NA
